,City,Type,Place,Timestamp,current_popularity,popularity_mo_0,popularity_mo_1,popularity_mo_2,popularity_mo_3,popularity_mo_4,popularity_mo_5,popularity_mo_6,popularity_mo_7,popularity_mo_8,popularity_mo_9,popularity_mo_10,popularity_mo_11,popularity_mo_12,popularity_mo_13,popularity_mo_14,popularity_mo_15,popularity_mo_16,popularity_mo_17,popularity_mo_18,popularity_mo_19,popularity_mo_20,popularity_mo_21,popularity_mo_22,popularity_mo_23,popularity_tu_0,popularity_tu_1,popularity_tu_2,popularity_tu_3,popularity_tu_4,popularity_tu_5,popularity_tu_6,popularity_tu_7,popularity_tu_8,popularity_tu_9,popularity_tu_10,popularity_tu_11,popularity_tu_12,popularity_tu_13,popularity_tu_14,popularity_tu_15,popularity_tu_16,popularity_tu_17,popularity_tu_18,popularity_tu_19,popularity_tu_20,popularity_tu_21,popularity_tu_22,popularity_tu_23,popularity_wed_0,popularity_wed_1,popularity_wed_2,popularity_wed_3,popularity_wed_4,popularity_wed_5,popularity_wed_6,popularity_wed_7,popularity_wed_8,popularity_wed_9,popularity_wed_10,popularity_wed_11,popularity_wed_12,popularity_wed_13,popularity_wed_14,popularity_wed_15,popularity_wed_16,popularity_wed_17,popularity_wed_18,popularity_wed_19,popularity_wed_20,popularity_wed_21,popularity_wed_22,popularity_wed_23,popularity_th_0,popularity_th_1,popularity_th_2,popularity_th_3,popularity_th_4,popularity_th_5,popularity_th_6,popularity_th_7,popularity_th_8,popularity_th_9,popularity_th_10,popularity_th_11,popularity_th_12,popularity_th_13,popularity_th_14,popularity_th_15,popularity_th_16,popularity_th_17,popularity_th_18,popularity_th_19,popularity_th_20,popularity_th_21,popularity_th_22,popularity_th_23,popularity_fr_0,popularity_fr_1,popularity_fr_2,popularity_fr_3,popularity_fr_4,popularity_fr_5,popularity_fr_6,popularity_fr_7,popularity_fr_8,popularity_fr_9,popularity_fr_10,popularity_fr_11,popularity_fr_12,popularity_fr_13,popularity_fr_14,popularity_fr_15,popularity_fr_16,popularity_fr_17,popularity_fr_18,popularity_fr_19,popularity_fr_20,popularity_fr_21,popularity_fr_22,popularity_fr_23,popularity_sat_0,popularity_sat_1,popularity_sat_2,popularity_sat_3,popularity_sat_4,popularity_sat_5,popularity_sat_6,popularity_sat_7,popularity_sat_8,popularity_sat_9,popularity_sat_10,popularity_sat_11,popularity_sat_12,popularity_sat_13,popularity_sat_14,popularity_sat_15,popularity_sat_16,popularity_sat_17,popularity_sat_18,popularity_sat_19,popularity_sat_20,popularity_sat_21,popularity_sat_22,popularity_sat_23,popularity_su_0,popularity_su_1,popularity_su_2,popularity_su_3,popularity_su_4,popularity_su_5,popularity_su_6,popularity_su_7,popularity_su_8,popularity_su_9,popularity_su_10,popularity_su_11,popularity_su_12,popularity_su_13,popularity_su_14,popularity_su_15,popularity_su_16,popularity_su_17,popularity_su_18,popularity_su_19,popularity_su_20,popularity_su_21,popularity_su_22,popularity_su_23,time_spent_lo,time_spent_hi
146,München,Park,Alter Botanischer Garten,27-03-2020-09-00-14,11,1,1,1,1,1,1,1,1,2,6,10,16,21,26,28,30,30,32,32,31,27,20,12,5,0,1,1,1,1,1,1,1,2,6,11,17,22,26,28,30,32,38,45,50,48,38,25,12,4,1,1,1,1,1,1,1,0,4,9,16,22,26,26,26,26,31,38,44,45,39,29,18,8,2,1,1,1,1,1,0,3,9,15,21,26,28,28,28,32,43,57,68,70,59,41,23,10,2,1,1,1,1,1,1,2,7,16,28,41,54,62,65,60,52,45,43,48,55,56,48,33,17,6,0,1,1,1,1,2,7,16,28,41,54,62,65,60,52,45,43,48,55,56,48,32,16,5,1,1,1,1,0,4,17,44,79,100,92,70,53,46,42,36,27,18,10,4,1,120,120
147,München,Park,Alter Botanischer Garten,27-03-2020-10-01-15,16,1,1,1,1,1,1,1,1,2,6,10,16,21,26,28,30,30,32,32,31,27,20,12,5,0,1,1,1,1,1,1,1,2,6,11,17,22,26,28,30,32,38,45,50,48,38,25,12,4,1,1,1,1,1,1,1,0,4,9,16,22,26,26,26,26,31,38,44,45,39,29,18,8,2,1,1,1,1,1,0,3,9,15,21,26,28,28,28,32,43,57,68,70,59,41,23,10,2,1,1,1,1,1,1,2,7,16,28,41,54,62,65,60,52,45,43,48,55,56,48,33,17,6,0,1,1,1,1,2,7,16,28,41,54,62,65,60,52,45,43,48,55,56,48,32,16,5,1,1,1,1,0,4,17,44,79,100,92,70,53,46,42,36,27,18,10,4,1,120,120
148,München,Park,Alter Botanischer Garten,27-03-2020-11-00-24,13,1,1,1,1,1,1,1,1,2,6,10,16,21,26,28,30,30,32,32,31,27,20,12,5,0,1,1,1,1,1,1,1,2,6,11,17,22,26,28,30,32,38,45,50,48,38,25,12,4,1,1,1,1,1,1,1,0,4,9,16,22,26,26,26,26,31,38,44,45,39,29,18,8,2,1,1,1,1,1,0,3,9,15,21,26,28,28,28,32,43,57,68,70,59,41,23,10,2,1,1,1,1,1,1,2,7,16,28,41,54,62,65,60,52,45,43,48,55,56,48,33,17,6,0,1,1,1,1,2,7,16,28,41,54,62,65,60,52,45,43,48,55,56,48,32,16,5,1,1,1,1,0,4,17,44,79,100,92,70,53,46,42,36,27,18,10,4,1,120,120
149,München,Park,Englischer Garten,26-03-2020-20-40-45,3,0,0,0,0,0,0,0,1,2,3,6,10,17,23,26,25,21,15,10,7,4,3,1,0,0,0,0,0,0,0,0,1,2,4,6,10,17,21,20,16,13,12,11,9,7,5,3,1,0,0,0,0,0,0,0,1,2,4,6,10,16,23,26,24,19,16,14,12,8,5,2,1,0,0,0,0,0,0,0,1,2,4,7,11,18,25,28,25,20,15,13,10,8,5,3,1,0,0,0,0,0,0,0,1,2,4,11,21,37,55,69,71,60,43,26,14,7,4,2,1,1,0,0,0,0,0,0,1,2,5,11,21,37,55,69,71,60,43,26,14,7,4,2,1,0,0,0,0,0,0,0,0,1,6,15,33,58,83,100,98,78,50,26,10,3,0,0,0,-,-
150,München,Park,Englischer Garten,27-03-2020-09-00-09,13,0,0,0,0,0,0,0,1,2,3,6,10,17,23,26,25,21,15,10,7,4,3,1,0,0,0,0,0,0,0,0,1,2,4,6,10,17,21,20,16,13,12,11,9,7,5,3,1,0,0,0,0,0,0,0,1,2,4,6,10,16,23,26,24,19,16,14,12,8,5,2,1,0,0,0,0,0,0,0,1,2,4,7,11,18,25,28,25,20,15,13,10,8,5,3,1,0,0,0,0,0,0,0,1,2,4,11,21,37,55,69,71,60,43,26,14,7,4,2,1,1,0,0,0,0,0,0,1,2,5,11,21,37,55,69,71,60,43,26,14,7,4,2,1,0,0,0,0,0,0,0,0,1,6,15,33,58,83,100,98,78,50,26,10,3,0,0,0,-,-
151,München,Park,Englischer Garten,27-03-2020-10-01-04,17,0,0,0,0,0,0,0,1,2,3,6,10,17,23,26,25,21,15,10,7,4,3,1,0,0,0,0,0,0,0,0,1,2,4,6,10,17,21,20,16,13,12,11,9,7,5,3,1,0,0,0,0,0,0,0,1,2,4,6,10,16,23,26,24,19,16,14,12,8,5,2,1,0,0,0,0,0,0,0,1,2,4,7,11,18,25,28,25,20,15,13,10,8,5,3,1,0,0,0,0,0,0,0,1,2,4,11,21,37,55,69,71,60,43,26,14,7,4,2,1,1,0,0,0,0,0,0,1,2,5,11,21,37,55,69,71,60,43,26,14,7,4,2,1,0,0,0,0,0,0,0,0,1,6,15,33,58,83,100,98,78,50,26,10,3,0,0,0,-,-
152,München,Park,Englischer Garten,27-03-2020-11-00-17,17,0,0,0,0,0,0,0,1,2,3,6,10,17,23,26,25,21,15,10,7,4,3,1,0,0,0,0,0,0,0,0,1,2,4,6,10,17,21,20,16,13,12,11,9,7,5,3,1,0,0,0,0,0,0,0,1,2,4,6,10,16,23,26,24,19,16,14,12,8,5,2,1,0,0,0,0,0,0,0,1,2,4,7,11,18,25,28,25,20,15,13,10,8,5,3,1,0,0,0,0,0,0,0,1,2,4,11,21,37,55,69,71,60,43,26,14,7,4,2,1,1,0,0,0,0,0,0,1,2,5,11,21,37,55,69,71,60,43,26,14,7,4,2,1,0,0,0,0,0,0,0,0,1,6,15,33,58,83,100,98,78,50,26,10,3,0,0,0,-,-
153,München,Park,Hofgarten,27-03-2020-10-02-30,8,0,0,1,1,0,1,0,1,3,6,10,17,28,38,41,37,27,19,14,11,8,5,3,1,0,1,0,0,1,1,0,1,2,6,12,21,31,37,35,28,20,15,11,9,6,5,3,2,1,0,1,1,1,0,0,1,3,5,9,16,25,33,35,30,21,13,7,5,3,2,1,0,0,1,1,1,1,1,0,1,2,6,13,25,40,51,51,41,28,18,12,8,6,3,2,0,0,1,0,0,0,0,0,2,4,8,14,31,57,84,100,95,73,47,27,16,11,8,6,5,4,3,1,0,0,0,0,0,2,5,14,31,57,84,100,95,73,47,27,16,11,8,6,5,3,2,1,0,1,1,1,0,1,5,15,34,59,82,96,95,75,43,18,7,4,3,2,1,45,45
154,München,Park,Hofgarten,27-03-2020-11-01-40,9,0,0,1,1,0,1,0,1,3,6,10,17,28,38,41,37,27,19,14,11,8,5,3,1,0,1,0,0,1,1,0,1,2,6,12,21,31,37,35,28,20,15,11,9,6,5,3,2,1,0,1,1,1,0,0,1,3,5,9,16,25,33,35,30,21,13,7,5,3,2,1,0,0,1,1,1,1,1,0,1,2,6,13,25,40,51,51,41,28,18,12,8,6,3,2,0,0,1,0,0,0,0,0,2,4,8,14,31,57,84,100,95,73,47,27,16,11,8,6,5,4,3,1,0,0,0,0,0,2,5,14,31,57,84,100,95,73,47,27,16,11,8,6,5,3,2,1,0,1,1,1,0,1,5,15,34,59,82,96,95,75,43,18,7,4,3,2,1,45,45
155,München,Park,Luitpoldpark,26-03-2020-20-40-49,19,2,1,1,1,1,1,1,1,3,6,9,10,11,15,22,27,23,17,14,14,13,9,5,1,1,1,0,0,1,1,1,0,1,3,5,7,10,13,15,17,19,21,23,25,24,21,16,10,5,2,0,1,1,1,1,0,2,4,7,11,14,16,18,19,22,26,30,32,29,23,14,7,2,1,1,1,1,1,1,0,2,4,7,11,15,20,24,27,29,32,38,43,41,32,19,9,3,0,1,1,0,0,0,2,3,6,9,18,30,42,52,56,52,42,30,22,21,21,15,7,15,8,3,1,1,1,1,0,1,4,9,18,30,42,52,56,52,42,30,22,21,21,15,7,2,0,0,1,1,1,1,0,3,11,22,32,40,57,85,100,78,44,23,17,15,12,8,5,120,120
156,München,Park,Luitpoldpark,27-03-2020-09-00-11,21,2,1,1,1,1,1,1,1,3,6,9,10,11,15,22,27,23,17,14,14,13,9,5,1,1,1,0,0,1,1,1,0,1,3,5,7,10,13,15,17,19,21,23,25,24,21,16,10,5,2,0,1,1,1,1,0,2,4,7,11,14,16,18,19,22,26,30,32,29,23,14,7,2,1,1,1,1,1,1,0,2,4,7,11,15,20,24,27,29,32,38,43,41,32,19,9,3,0,1,1,0,0,0,2,3,6,9,18,30,42,52,56,52,42,30,22,21,21,15,7,15,8,3,1,1,1,1,0,1,4,9,18,30,42,52,56,52,42,30,22,21,21,15,7,2,0,0,1,1,1,1,0,3,11,22,32,40,57,85,100,78,44,23,17,15,12,8,5,120,120
157,München,Park,Luitpoldpark,27-03-2020-10-01-10,24,2,1,1,1,1,1,1,1,3,6,9,10,11,15,22,27,23,17,14,14,13,9,5,1,1,1,0,0,1,1,1,0,1,3,5,7,10,13,15,17,19,21,23,25,24,21,16,10,5,2,0,1,1,1,1,0,2,4,7,11,14,16,18,19,22,26,30,32,29,23,14,7,2,1,1,1,1,1,1,0,2,4,7,11,15,20,24,27,29,32,38,43,41,32,19,9,3,0,1,1,0,0,0,2,3,6,9,18,30,42,52,56,52,42,30,22,21,21,15,7,15,8,3,1,1,1,1,0,1,4,9,18,30,42,52,56,52,42,30,22,21,21,15,7,2,0,0,1,1,1,1,0,3,11,22,32,40,57,85,100,78,44,23,17,15,12,8,5,120,120
158,München,Park,Luitpoldpark,27-03-2020-11-00-20,33,2,1,1,1,1,1,1,1,3,6,9,10,11,15,22,27,23,17,14,14,13,9,5,1,1,1,0,0,1,1,1,0,1,3,5,7,10,13,15,17,19,21,23,25,24,21,16,10,5,2,0,1,1,1,1,0,2,4,7,11,14,16,18,19,22,26,30,32,29,23,14,7,2,1,1,1,1,1,1,0,2,4,7,11,15,20,24,27,29,32,38,43,41,32,19,9,3,0,1,1,0,0,0,2,3,6,9,18,30,42,52,56,52,42,30,22,21,21,15,7,15,8,3,1,1,1,1,0,1,4,9,18,30,42,52,56,52,42,30,22,21,21,15,7,2,0,0,1,1,1,1,0,3,11,22,32,40,57,85,100,78,44,23,17,15,12,8,5,120,120
159,München,Park,Schlosspark Nymphenburg,27-03-2020-10-02-31,16,0,0,0,0,0,0,0,0,2,6,12,20,28,33,31,24,15,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,13,19,22,23,21,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,13,20,25,27,26,21,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,15,25,31,34,34,28,19,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,18,35,47,51,55,51,35,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,18,35,47,51,55,51,35,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,30,58,79,90,100,93,62,27,0,0,0,0,0,0,90,90
160,München,Park,Schlosspark Nymphenburg,27-03-2020-11-01-42,18,0,0,0,0,0,0,0,0,2,6,12,20,28,33,31,24,15,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,13,19,22,23,21,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,13,20,25,27,26,21,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,15,25,31,34,34,28,19,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,18,35,47,51,55,51,35,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,18,35,47,51,55,51,35,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,30,58,79,90,100,93,62,27,0,0,0,0,0,0,90,90
161,München,Supermarket,Edeka München Implerstr. 17,27-03-2020-09-00-54,34,0,0,0,0,0,0,0,7,13,22,32,42,48,49,45,42,45,55,54,33,0,0,0,0,0,0,0,0,0,0,0,9,17,26,35,42,44,41,35,30,35,49,48,26,0,0,0,0,0,0,0,0,0,0,0,7,12,19,27,33,35,34,29,27,35,49,45,22,0,0,0,0,0,0,0,0,0,0,0,8,15,22,29,34,35,33,29,31,40,49,46,29,0,0,0,0,0,0,0,0,0,0,0,12,24,34,60,78,89,88,79,76,89,100,78,39,0,0,0,0,0,0,0,0,0,0,0,10,22,39,60,78,89,88,79,76,89,100,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
162,München,Supermarket,Edeka München Implerstr. 17,27-03-2020-10-02-20,25,0,0,0,0,0,0,0,7,13,22,32,42,48,49,45,42,45,55,54,33,0,0,0,0,0,0,0,0,0,0,0,9,17,26,35,42,44,41,35,30,35,49,48,26,0,0,0,0,0,0,0,0,0,0,0,7,12,19,27,33,35,34,29,27,35,49,45,22,0,0,0,0,0,0,0,0,0,0,0,8,15,22,29,34,35,33,29,31,40,49,46,29,0,0,0,0,0,0,0,0,0,0,0,12,24,34,60,78,89,88,79,76,89,100,78,39,0,0,0,0,0,0,0,0,0,0,0,10,22,39,60,78,89,88,79,76,89,100,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
163,München,Supermarket,Edeka München Implerstr. 17,27-03-2020-11-01-22,41,0,0,0,0,0,0,0,7,13,22,32,42,48,49,45,42,45,55,54,33,0,0,0,0,0,0,0,0,0,0,0,9,17,26,35,42,44,41,35,30,35,49,48,26,0,0,0,0,0,0,0,0,0,0,0,7,12,19,27,33,35,34,29,27,35,49,45,22,0,0,0,0,0,0,0,0,0,0,0,8,15,22,29,34,35,33,29,31,40,49,46,29,0,0,0,0,0,0,0,0,0,0,0,12,24,34,60,78,89,88,79,76,89,100,78,39,0,0,0,0,0,0,0,0,0,0,0,10,22,39,60,78,89,88,79,76,89,100,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
164,München,Supermarket,Real Margot-Kalinke,27-03-2020-09-00-57,26,0,0,0,0,0,0,0,4,10,18,28,37,40,38,33,31,38,44,40,26,0,0,0,0,0,0,0,0,0,0,0,5,11,19,26,34,37,34,27,22,27,37,36,23,0,0,0,0,0,0,0,0,0,0,0,2,5,12,20,28,33,31,26,22,24,31,32,22,0,0,0,0,0,0,0,0,0,0,0,2,6,15,26,34,37,33,30,28,31,38,36,22,0,0,0,0,0,0,0,0,0,0,0,5,12,21,63,83,95,97,97,99,100,96,75,40,0,0,0,0,0,0,0,0,0,0,0,10,22,41,63,83,95,97,97,99,100,96,75,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
165,München,Supermarket,Real Margot-Kalinke,27-03-2020-10-02-23,35,0,0,0,0,0,0,0,4,10,18,28,37,40,38,33,31,38,44,40,26,0,0,0,0,0,0,0,0,0,0,0,5,11,19,26,34,37,34,27,22,27,37,36,23,0,0,0,0,0,0,0,0,0,0,0,2,5,12,20,28,33,31,26,22,24,31,32,22,0,0,0,0,0,0,0,0,0,0,0,2,6,15,26,34,37,33,30,28,31,38,36,22,0,0,0,0,0,0,0,0,0,0,0,5,12,21,63,83,95,97,97,99,100,96,75,40,0,0,0,0,0,0,0,0,0,0,0,10,22,41,63,83,95,97,97,99,100,96,75,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
166,München,Supermarket,Real Margot-Kalinke,27-03-2020-11-01-28,55,0,0,0,0,0,0,0,4,10,18,28,37,40,38,33,31,38,44,40,26,0,0,0,0,0,0,0,0,0,0,0,5,11,19,26,34,37,34,27,22,27,37,36,23,0,0,0,0,0,0,0,0,0,0,0,2,5,12,20,28,33,31,26,22,24,31,32,22,0,0,0,0,0,0,0,0,0,0,0,2,6,15,26,34,37,33,30,28,31,38,36,22,0,0,0,0,0,0,0,0,0,0,0,5,12,21,63,83,95,97,97,99,100,96,75,40,0,0,0,0,0,0,0,0,0,0,0,10,22,41,63,83,95,97,97,99,100,96,75,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
167,München,Supermarket,Rewe Anulfstrasse,27-03-2020-09-00-55,15,0,0,0,0,0,0,0,39,32,9,23,56,81,72,44,30,39,49,45,27,0,0,0,0,0,0,0,0,0,0,0,31,36,23,31,63,84,73,45,33,40,46,39,23,0,0,0,0,0,0,0,0,0,0,0,23,37,26,33,64,80,60,30,21,30,40,36,22,0,0,0,0,0,0,0,0,0,0,0,20,26,20,33,77,100,65,28,27,44,50,36,17,0,0,0,0,0,0,0,0,0,0,0,25,34,29,24,28,29,28,31,40,50,51,59,62,0,0,0,0,0,0,0,0,0,0,0,5,11,17,24,28,29,28,31,40,50,51,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
168,München,Supermarket,Rewe Anulfstrasse,27-03-2020-10-02-21,23,0,0,0,0,0,0,0,39,32,9,23,56,81,72,44,30,39,49,45,27,0,0,0,0,0,0,0,0,0,0,0,31,36,23,31,63,84,73,45,33,40,46,39,23,0,0,0,0,0,0,0,0,0,0,0,23,37,26,33,64,80,60,30,21,30,40,36,22,0,0,0,0,0,0,0,0,0,0,0,20,26,20,33,77,100,65,28,27,44,50,36,17,0,0,0,0,0,0,0,0,0,0,0,25,34,29,24,28,29,28,31,40,50,51,59,62,0,0,0,0,0,0,0,0,0,0,0,5,11,17,24,28,29,28,31,40,50,51,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
169,München,Supermarket,Rewe Anulfstrasse,27-03-2020-11-01-24,35,0,0,0,0,0,0,0,39,32,9,23,56,81,72,44,30,39,49,45,27,0,0,0,0,0,0,0,0,0,0,0,31,36,23,31,63,84,73,45,33,40,46,39,23,0,0,0,0,0,0,0,0,0,0,0,23,37,26,33,64,80,60,30,21,30,40,36,22,0,0,0,0,0,0,0,0,0,0,0,20,26,20,33,77,100,65,28,27,44,50,36,17,0,0,0,0,0,0,0,0,0,0,0,25,34,29,24,28,29,28,31,40,50,51,59,62,0,0,0,0,0,0,0,0,0,0,0,5,11,17,24,28,29,28,31,40,50,51,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
170,München,Supermarket,REWE Tal,27-03-2020-10-02-33,18,0,0,0,0,0,0,0,4,8,14,21,27,32,33,32,31,39,53,53,33,0,0,0,0,0,0,0,0,0,0,0,10,16,16,19,26,35,38,36,37,44,49,41,23,0,0,0,0,0,0,0,0,0,0,0,4,8,10,14,19,26,30,27,20,16,31,55,39,0,0,0,0,0,0,0,0,0,0,0,7,12,15,18,22,27,32,31,26,26,42,51,29,0,0,0,0,0,0,0,0,0,0,0,9,13,15,14,20,25,32,42,55,65,66,100,89,0,0,0,0,0,0,0,0,0,0,0,1,4,8,14,20,25,32,42,55,65,66,100,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
171,München,Supermarket,REWE Tal,27-03-2020-11-01-44,20,0,0,0,0,0,0,0,4,8,14,21,27,32,33,32,31,39,53,53,33,0,0,0,0,0,0,0,0,0,0,0,10,16,16,19,26,35,38,36,37,44,49,41,23,0,0,0,0,0,0,0,0,0,0,0,4,8,10,14,19,26,30,27,20,16,31,55,39,0,0,0,0,0,0,0,0,0,0,0,7,12,15,18,22,27,32,31,26,26,42,51,29,0,0,0,0,0,0,0,0,0,0,0,9,13,15,14,20,25,32,42,55,65,66,100,89,0,0,0,0,0,0,0,0,0,0,0,1,4,8,14,20,25,32,42,55,65,66,100,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
172,München,Supermarket,Verdi Supermarkt Berlin,27-03-2020-09-00-56,13,0,0,0,0,0,0,0,0,7,16,26,36,43,47,46,44,48,53,44,24,0,0,0,0,0,0,0,0,0,0,0,0,6,16,30,44,50,47,41,39,39,36,27,15,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,28,34,36,35,31,29,32,28,12,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,32,40,42,37,36,43,49,38,18,0,0,0,0,0,0,0,0,0,0,0,0,8,16,42,63,79,85,85,88,98,100,79,45,0,0,0,0,0,0,0,0,0,0,0,0,10,23,42,63,79,85,85,88,98,100,79,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
173,München,Supermarket,Verdi Supermarkt Berlin,27-03-2020-10-02-22,20,0,0,0,0,0,0,0,0,7,16,26,36,43,47,46,44,48,53,44,24,0,0,0,0,0,0,0,0,0,0,0,0,6,16,30,44,50,47,41,39,39,36,27,15,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,28,34,36,35,31,29,32,28,12,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,32,40,42,37,36,43,49,38,18,0,0,0,0,0,0,0,0,0,0,0,0,8,16,42,63,79,85,85,88,98,100,79,45,0,0,0,0,0,0,0,0,0,0,0,0,10,23,42,63,79,85,85,88,98,100,79,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
174,München,Supermarket,Verdi Supermarkt Berlin,27-03-2020-11-01-26,26,0,0,0,0,0,0,0,0,7,16,26,36,43,47,46,44,48,53,44,24,0,0,0,0,0,0,0,0,0,0,0,0,6,16,30,44,50,47,41,39,39,36,27,15,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,28,34,36,35,31,29,32,28,12,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,32,40,42,37,36,43,49,38,18,0,0,0,0,0,0,0,0,0,0,0,0,8,16,42,63,79,85,85,88,98,100,79,45,0,0,0,0,0,0,0,0,0,0,0,0,10,23,42,63,79,85,85,88,98,100,79,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
